event,station,time,phase,amplitude
225,V0305,2024-08-16 11:11:07.772282070,S,4.431615983549113e-05
246,V0410,2024-08-16 11:11:16.714841221,S,3.925870626753433e-05
58,V0505,2024-08-16 11:10:04.344285794,S,3.915892905422593e-05
275,V0309,2024-08-16 11:11:28.857448141,S,8.328093610352802e-05
32,V0812,2024-08-16 11:09:53.775880378,S,4.4503054130692974e-05
115,V0808,2024-08-16 11:10:25.084870590,P,0.0005148118337004872
98,V0304,2024-08-16 11:10:19.259679230,S,6.910520935017222e-05
176,V0809,2024-08-16 11:10:47.437650938,P,0.0001419313787686894
-1,V0402,2024-08-16 11:11:10.329610000,P,8.57514069225022e-05
26,V0305,2024-08-16 11:09:51.349546006,S,0.0001756518732509385
201,V0417,2024-08-16 11:10:55.975208112,S,0.00012709178379514952
-1,V0808,2024-08-16 11:09:47.641744000,P,6.728199768311072e-05
274,V0809,2024-08-16 11:11:28.733691584,S,0.00017916982024542493
55,V0410,2024-08-16 11:10:02.785173485,S,6.591429869833072e-05
249,V0407,2024-08-16 11:11:18.098069105,S,0.00010146207907468132
235,V0506,2024-08-16 11:11:10.338037507,P,0.0006277582766808678
272,V0302,2024-08-16 11:11:26.951679428,S,0.00022169177881728404
272,V0307,2024-08-16 11:11:26.951686870,P,3.8037402319947534e-05
82,V0304,2024-08-16 11:10:15.274153007,S,0.00010024352766593808
-1,V0302,2024-08-16 11:09:41.458164000,P,5.573289351062293e-05
288,V0305,2024-08-16 11:11:32.967236370,P,0.00021412785699202242
270,V0309,2024-08-16 11:11:26.806590508,P,7.396801817768498e-05
263,V0412,2024-08-16 11:11:22.567998294,S,0.00016145910497943817
160,V0402,2024-08-16 11:10:42.642205620,P,3.6542489957596186e-05
-1,V0302,2024-08-16 11:10:17.326745000,S,0.00017088706614350335
70,V0807,2024-08-16 11:10:08.650924137,P,0.00042935620963805484
225,V0407,2024-08-16 11:11:07.772279526,P,4.449035395419216e-05
253,V0811,2024-08-16 11:11:19.671255310,S,4.1264309372630124e-05
148,V0308,2024-08-16 11:10:39.513520566,P,0.00012374134852655562
281,V0809,2024-08-16 11:11:30.171202403,P,7.781824341589667e-05
124,V0309,2024-08-16 11:10:29.732393703,S,4.9218825844867456e-05
79,V0302,2024-08-16 11:10:13.532831620,S,0.00021823711122818848
-1,V0105,2024-08-16 11:10:52.443877000,S,6.458988180902566e-05
60,V0412,2024-08-16 11:10:05.993484799,S,0.00037189877196644087
-1,V0810,2024-08-16 11:11:09.394581000,P,0.0003305360661564306
251,V0109,2024-08-16 11:11:19.575603289,P,3.795995246645112e-05
207,V0410,2024-08-16 11:11:00.560027103,S,0.001473899398121372
42,V0412,2024-08-16 11:09:59.392058591,P,0.00018190582498663288
249,V0417,2024-08-16 11:11:18.098063286,P,6.224870230923956e-05
32,V0505,2024-08-16 11:09:53.775855933,P,0.0001735644883759612
240,V0506,2024-08-16 11:11:11.032031201,S,0.00011055133022889297
82,V0808,2024-08-16 11:10:15.274146044,P,0.00011735858500185246
270,V0509,2024-08-16 11:11:26.806604189,S,4.362936269185157e-05
-1,V0802,2024-08-16 11:11:34.999655000,P,5.5427288945004496e-05
-1,V0412,2024-08-16 11:10:43.261860000,S,5.432391345909123e-05
-1,V0504,2024-08-16 11:10:51.224460000,S,5.54424431326375e-05
-1,V0805,2024-08-16 11:11:06.951211000,S,6.850922715291658e-05
-1,V0410,2024-08-16 11:10:23.602536000,P,0.0004555740153418276
222,V0505,2024-08-16 11:11:05.936412814,P,0.00015483767660256738
105,V0510,2024-08-16 11:10:21.173856065,P,4.674553870490896e-05
217,V0305,2024-08-16 11:11:04.094048516,P,4.638657281593438e-05
138,V0504,2024-08-16 11:10:34.823373132,S,0.0010901001338859669
295,V0306,2024-08-16 11:11:36.221864747,P,6.926809303024409e-05
-1,V0704,2024-08-16 11:10:32.697162000,P,6.468288588593377e-05
70,V0308,2024-08-16 11:10:08.650929392,P,4.8723902383392016e-05
78,V0412,2024-08-16 11:10:13.526708989,S,0.0006783432486708076
141,V0402,2024-08-16 11:10:36.660155348,P,3.4094154694101796e-05
-1,V0403,2024-08-16 11:10:47.790483000,S,0.00014874981508728713
-1,V0304,2024-08-16 11:10:32.326604000,S,6.235881428150533e-05
212,V0305,2024-08-16 11:11:02.828258185,S,0.00019602755226978184
235,V0410,2024-08-16 11:11:10.338042031,S,0.00017574128071237276
-1,V0412,2024-08-16 11:10:53.796727000,S,0.00021364499580486836
197,V0508,2024-08-16 11:10:55.201103842,P,0.00014432417483887144
246,V0502,2024-08-16 11:11:16.714860350,S,8.597194008233252e-05
136,V0811,2024-08-16 11:10:33.255021859,S,6.967497475382915e-05
-1,V0509,2024-08-16 11:09:48.080657000,S,0.0003200697797015331
-1,V0810,2024-08-16 11:11:35.591767000,S,8.27875769674355e-05
249,V0808,2024-08-16 11:11:18.098058105,P,0.0011119886035110477
173,V0505,2024-08-16 11:10:46.141528607,P,0.00012739288966103003
121,V0307,2024-08-16 11:10:26.840014105,S,7.165199169478031e-05
282,V0408,2024-08-16 11:11:30.188184545,P,6.343273972201815e-05
226,V0403,2024-08-16 11:11:07.781096264,P,3.786635744513523e-05
-1,V0506,2024-08-16 11:10:55.802899000,S,0.0013566864973416151
39,V0407,2024-08-16 11:09:57.969970866,P,8.109709912027203e-05
-1,V0704,2024-08-16 11:11:31.527647000,P,1.9640996781437543e-05
45,V0409,2024-08-16 11:10:00.468122129,P,0.00012165071694597885
-1,V0104,2024-08-16 11:10:17.193788000,P,0.0002152551754076882
-1,V0403,2024-08-16 11:10:21.449687000,P,0.00011777416381157662
-1,V0409,2024-08-16 11:10:16.091238000,S,0.00014272201189357734
157,V0404,2024-08-16 11:10:40.371177416,S,3.298479586506768e-05
135,V0508,2024-08-16 11:10:32.984853764,P,4.915479315396373e-05
228,V0810,2024-08-16 11:11:08.158864997,P,0.0001404456304113741
4,V0412,2024-08-16 11:09:41.778217156,P,0.00016446877372337505
-1,V0403,2024-08-16 11:10:05.966135000,S,2.9205515067324772e-05
-1,V0506,2024-08-16 11:11:07.744592000,S,7.561575690930649e-05
82,V0510,2024-08-16 11:10:15.274155898,P,7.635472390668904e-05
107,V0404,2024-08-16 11:10:21.333689221,P,0.0007581117436763243
-1,V0414,2024-08-16 11:10:25.015615000,S,3.546845524023797e-05
-1,V0808,2024-08-16 11:10:20.122122000,S,0.0005850461157102004
286,V0305,2024-08-16 11:11:32.402549894,P,7.125555105655954e-05
7,V0810,2024-08-16 11:09:43.463439137,S,3.796853032125998e-05
44,V0410,2024-08-16 11:09:59.612025502,P,0.00024426138150494684
155,V0306,2024-08-16 11:10:39.919300931,S,0.00014747140641558818
276,V0508,2024-08-16 11:11:28.914351150,S,0.0003347660146372027
-1,V0412,2024-08-16 11:11:23.113487000,S,0.0007173854539993625
104,V0506,2024-08-16 11:10:20.966339578,S,7.79485081626851e-05
228,V0309,2024-08-16 11:11:08.158874011,P,4.689785200058449e-05
78,V0808,2024-08-16 11:10:13.526717806,S,0.0008884276235641447
228,V0412,2024-08-16 11:11:08.158871152,S,0.000264438632433734
227,V0702,2024-08-16 11:11:07.974568136,S,7.294176685283341e-05
90,V0504,2024-08-16 11:10:17.690892422,S,4.3001101088271296e-05
-1,V0305,2024-08-16 11:10:45.013570000,S,0.00032400407122038346
260,V0509,2024-08-16 11:11:21.653878653,P,5.321028075715018e-05
13,V0408,2024-08-16 11:09:46.864387201,S,0.00011002034594435192
31,V0304,2024-08-16 11:09:53.774655991,P,8.041207251876579e-05
16,V0412,2024-08-16 11:09:48.299098749,P,0.00018428228259923126
257,V0505,2024-08-16 11:11:21.116687496,P,0.00011789884256254332
147,V0302,2024-08-16 11:10:39.183653972,S,3.8483871113161325e-05
243,V0506,2024-08-16 11:11:14.149301582,P,5.1672143915738894e-05
146,V0505,2024-08-16 11:10:37.649687252,P,0.0003150119722779278
108,V0117,2024-08-16 11:10:21.556550980,S,8.825840071335121e-05
-1,V0802,2024-08-16 11:10:54.694673000,P,0.00010473062859375736
195,V0809,2024-08-16 11:10:54.568785589,P,0.0001324874902672996
193,V0506,2024-08-16 11:10:54.259060771,P,0.00016897880366288949
248,V0809,2024-08-16 11:11:17.424524821,P,0.00017732000764954478
0,V0410,2024-08-16 11:09:40.780803792,S,0.00028931449657768483
-1,V0309,2024-08-16 11:10:08.075742000,P,7.087950413694944e-05
237,V0407,2024-08-16 11:11:10.808007934,S,4.886142963490078e-05
-1,V0109,2024-08-16 11:11:18.326537000,P,0.00035612293208946047
-1,V0812,2024-08-16 11:10:12.312586000,P,3.1453815212369125e-05
153,V0302,2024-08-16 11:10:39.760260274,S,0.0012637315143980152
240,V0410,2024-08-16 11:11:11.032020110,S,0.0002182615214380204
-1,V0808,2024-08-16 11:09:51.413950000,P,0.00010766724537396264
195,V0812,2024-08-16 11:10:54.568788031,P,5.470075731550653e-05
-1,V0808,2024-08-16 11:10:22.024516000,P,5.407685322228884e-05
82,V0309,2024-08-16 11:10:15.274155658,S,6.581069501044413e-05
235,V0809,2024-08-16 11:11:10.338036005,P,0.0011192684276361423
-1,V0310,2024-08-16 11:09:49.883147000,S,5.8252852685009756e-05
53,V0508,2024-08-16 11:10:02.360885017,S,0.0001775869243226312
42,V0309,2024-08-16 11:09:59.392064060,P,8.306096033920912e-05
-1,V0508,2024-08-16 11:10:47.976887000,P,7.39231036832165e-05
260,V0308,2024-08-16 11:11:21.653884421,P,0.00012230789236056667
115,V0505,2024-08-16 11:10:25.084877079,S,0.0005272249049135685
55,V0807,2024-08-16 11:10:02.785170877,P,4.16225046289344e-05
-1,V0510,2024-08-16 11:10:05.410174000,P,0.0001932908875604676
-1,V0504,2024-08-16 11:10:45.697077000,S,0.0005772882688500154
251,V0305,2024-08-16 11:11:19.575595675,P,3.331353278152655e-05
241,V0506,2024-08-16 11:11:11.329065925,S,6.220138686415498e-05
-1,V0402,2024-08-16 11:10:00.979051000,S,2.4984813163713692e-05
-1,V0802,2024-08-16 11:10:27.195035000,S,0.00013978891343368642
218,V0104,2024-08-16 11:11:04.105750074,P,3.541377945102057e-05
-1,V0502,2024-08-16 11:10:32.859855000,P,0.0021311341393574056
26,V0117,2024-08-16 11:09:51.349543410,S,6.89441840116252e-05
43,V0802,2024-08-16 11:09:59.422159455,P,5.053726368078898e-05
148,V0504,2024-08-16 11:10:39.513531079,S,0.00013573728020744812
61,V0508,2024-08-16 11:10:07.094627933,P,5.3878760487137844e-05
-1,V0303,2024-08-16 11:10:29.246049000,S,0.00019157744570047345
11,V0302,2024-08-16 11:09:45.782549516,S,5.641562899957775e-05
193,V0812,2024-08-16 11:10:54.259079011,S,0.0001217642660381379
245,V0102,2024-08-16 11:11:14.755799980,S,5.342295837521376e-05
258,V0414,2024-08-16 11:11:21.546819555,S,0.00019771806232139936
217,V0809,2024-08-16 11:11:04.094058248,S,3.986440547417702e-05
-1,V0417,2024-08-16 11:10:43.402043000,S,0.00022607657916893812
54,V0510,2024-08-16 11:10:02.555834468,S,8.409190488425964e-05
243,V0410,2024-08-16 11:11:14.149300143,S,0.0011308104218209546
30,V0310,2024-08-16 11:09:52.933654938,S,3.7549618419601934e-05
182,V0812,2024-08-16 11:10:49.537309453,S,3.8529149205117753e-05
122,V0306,2024-08-16 11:10:27.072762948,P,9.961425452943046e-05
15,V0402,2024-08-16 11:09:47.435315265,P,5.140889767366295e-05
291,V0306,2024-08-16 11:11:34.221133947,P,7.389069933071612e-05
-1,V0310,2024-08-16 11:10:40.399009000,P,0.00011474530956304706
64,V0510,2024-08-16 11:10:07.432424987,S,6.195824533204955e-05
100,V0502,2024-08-16 11:10:19.534842124,P,0.0001242609816783456
165,V0408,2024-08-16 11:10:44.474203241,S,0.00013929350471305447
30,V0309,2024-08-16 11:09:52.933657722,S,3.963770046712613e-05
-1,V0810,2024-08-16 11:09:50.720657000,P,0.00012546758475251343
-1,V0506,2024-08-16 11:10:18.371375000,P,0.0004224635222744524
148,V0302,2024-08-16 11:10:39.513522261,P,0.0001906983342312219
-1,V0102,2024-08-16 11:10:31.155608000,S,0.00020435553036159427
187,V0305,2024-08-16 11:10:52.371268515,S,4.1483515008191985e-05
113,V0505,2024-08-16 11:10:24.746799622,S,0.0002832226740954448
126,V0504,2024-08-16 11:10:30.514183037,P,7.349173289455604e-05
-1,V0510,2024-08-16 11:09:55.721405000,P,0.00021461436444034467
50,V0809,2024-08-16 11:10:01.660440202,S,5.541941281621234e-05
68,V0408,2024-08-16 11:10:08.167431156,S,0.00011750533884912479
97,V0412,2024-08-16 11:10:19.236134861,P,0.00039370027408393375
-1,V0302,2024-08-16 11:11:09.433461000,P,3.05319886148559e-05
285,V0809,2024-08-16 11:11:32.239192680,S,9.302962106886946e-05
0,V0414,2024-08-16 11:09:40.780809563,P,8.68004386210705e-05
51,V0412,2024-08-16 11:10:01.808581254,P,0.00018398026447224693
-1,V0802,2024-08-16 11:10:53.702010000,S,0.0002485423497749533
115,V0407,2024-08-16 11:10:25.084881629,S,9.071129245886219e-05
213,V0306,2024-08-16 11:11:03.298143409,P,0.0003918122479829768
123,V0304,2024-08-16 11:10:27.748311834,S,0.00015892681873546925
296,V0304,2024-08-16 11:11:36.729348150,P,8.56937653042695e-05
-1,V0409,2024-08-16 11:10:26.648351000,P,5.786361872192657e-05
192,V0809,2024-08-16 11:10:53.944941601,P,0.00013962131712291396
287,V0812,2024-08-16 11:11:32.512577249,P,5.915213884853298e-05
13,V0412,2024-08-16 11:09:46.864371853,S,0.0002451280382556131
49,V0812,2024-08-16 11:10:01.533347295,S,5.953161360060919e-05
170,V0117,2024-08-16 11:10:45.391811830,P,0.00014787847739452332
16,V0704,2024-08-16 11:09:48.299109973,P,3.209354490171913e-05
-1,V0412,2024-08-16 11:09:45.214972000,S,0.0005871994505847967
-1,V0303,2024-08-16 11:10:34.696244000,S,4.035789978799333e-05
-1,V0308,2024-08-16 11:10:47.819677000,P,7.396628937929761e-05
49,V0504,2024-08-16 11:10:01.533332513,P,9.85626536357966e-05
294,V0109,2024-08-16 11:11:36.131212311,P,8.843989782880245e-05
150,V0702,2024-08-16 11:10:39.577210546,S,7.238403759632574e-05
232,V0410,2024-08-16 11:11:09.473325486,P,0.0007829326614149839
-1,V0402,2024-08-16 11:10:09.469289000,P,0.00013235848421586216
290,V0510,2024-08-16 11:11:33.147075288,S,4.1072931215236374e-05
111,V0509,2024-08-16 11:10:23.784438783,S,5.320800075521429e-05
-1,V0704,2024-08-16 11:11:19.072159000,S,2.605390122185763e-05
-1,V0308,2024-08-16 11:11:03.384541000,S,7.442616720951403e-05
-1,V0402,2024-08-16 11:10:17.883862000,S,4.842912160774201e-05
12,V0412,2024-08-16 11:09:46.100929749,P,0.0003408421562566666
32,V0407,2024-08-16 11:09:53.775868886,S,5.66667086696249e-05
-1,V0704,2024-08-16 11:11:18.700743000,S,4.494977152915433e-05
66,V0810,2024-08-16 11:10:07.649000005,P,5.179769335725048e-05
-1,V0506,2024-08-16 11:11:04.942628000,S,4.082592533149944e-05
-1,V0105,2024-08-16 11:11:00.186227000,P,0.00030669575861301773
53,V0414,2024-08-16 11:10:02.360883934,P,0.00015587055686188604
278,V0414,2024-08-16 11:11:28.977348143,P,8.885141271523713e-05
236,V0304,2024-08-16 11:11:10.609546151,P,6.160236566694984e-05
-1,V0703,2024-08-16 11:09:51.939397000,P,0.00013006634014790108
266,V0404,2024-08-16 11:11:23.548835937,S,5.828292617156103e-05
-1,V0417,2024-08-16 11:09:42.796796000,S,0.00022687334363927266
112,V0809,2024-08-16 11:10:24.102314540,S,0.0005685827481362979
-1,V0510,2024-08-16 11:10:29.678306000,S,0.0001733023912391456
193,V0302,2024-08-16 11:10:54.259066198,S,0.0002422394012198845
133,V0303,2024-08-16 11:10:32.775111468,P,0.0001294275229815118
102,V0802,2024-08-16 11:10:19.997322434,P,9.579072260158214e-05
-1,V0808,2024-08-16 11:11:25.674200000,P,2.6583850918845754e-05
-1,V0409,2024-08-16 11:09:54.079875000,S,0.0004000090030161563
6,V0506,2024-08-16 11:09:42.986681038,P,0.00011830465391767341
297,V0402,2024-08-16 11:11:37.017089733,P,7.576200912546842e-05
273,V0412,2024-08-16 11:11:28.719922428,S,9.026569900529464e-05
249,V0302,2024-08-16 11:11:18.098067856,P,3.5484974304755724e-05
286,V0302,2024-08-16 11:11:32.402551610,S,3.2279181515246756e-05
295,V0807,2024-08-16 11:11:36.221863400,P,0.00010103686398718671
222,V0506,2024-08-16 11:11:05.936416343,P,4.341989331072915e-05
31,V0302,2024-08-16 11:09:53.774653733,P,0.00020344035989163493
246,V0508,2024-08-16 11:11:16.714838342,P,0.00018640815091273456
177,V0408,2024-08-16 11:10:47.929185994,S,0.00014496243128330307
-1,V0412,2024-08-16 11:09:47.115097000,P,3.395350120334352e-05
33,V0410,2024-08-16 11:09:54.293451626,P,0.00011359271291551778
-1,V0304,2024-08-16 11:10:11.426889000,S,6.332163108075569e-05
197,V0104,2024-08-16 11:10:55.201118168,P,3.7313706308795806e-05
271,V0508,2024-08-16 11:11:26.882674375,P,0.00021123998758960406
-1,V0414,2024-08-16 11:09:51.398595000,S,7.198954684785544e-05
-1,V0105,2024-08-16 11:10:25.728809000,S,0.0002095670700971145
270,V0307,2024-08-16 11:11:26.806586367,P,5.868188086733905e-05
-1,V0408,2024-08-16 11:10:26.784860000,P,4.027750925095955e-05
198,V0811,2024-08-16 11:10:55.265504885,S,5.997333078769217e-05
276,V0412,2024-08-16 11:11:28.914345208,P,0.0001265855170141317
-1,V0105,2024-08-16 11:11:32.494531000,P,7.56134931993525e-05
269,V0109,2024-08-16 11:11:26.515506355,P,7.255221138239385e-05
232,V0302,2024-08-16 11:11:09.473334240,S,0.00020501167705990262
281,V0502,2024-08-16 11:11:30.171209856,P,3.598069888944668e-05
-1,V0310,2024-08-16 11:10:45.882012000,S,7.927540093425226e-05
259,V0805,2024-08-16 11:11:21.619125552,P,8.67057311309589e-05
250,V0407,2024-08-16 11:11:18.728753761,S,3.7721275200035476e-05
268,V0505,2024-08-16 11:11:24.855945220,S,0.0007732095032181432
167,V0802,2024-08-16 11:10:45.014309450,P,6.199234867099125e-05
41,V0302,2024-08-16 11:09:59.185561975,S,4.420920806253396e-05
276,V0302,2024-08-16 11:11:28.914352541,S,0.0002719304331521176
25,V0808,2024-08-16 11:09:51.279280139,P,0.00023113476225178966
236,V0810,2024-08-16 11:11:10.609552644,S,0.00013529168416806828
254,V0808,2024-08-16 11:11:20.544954004,S,0.0007395778335055039
-1,V0102,2024-08-16 11:09:42.602146000,S,0.00024223009998694303
284,V0812,2024-08-16 11:11:32.019578771,S,4.7715805638873206e-05
148,V0412,2024-08-16 11:10:39.513518410,P,5.486148525764117e-05
248,V0802,2024-08-16 11:11:17.424561847,S,3.500507769249932e-05
1,V0414,2024-08-16 11:09:40.919866624,P,5.1900666021542484e-05
-1,V0307,2024-08-16 11:10:56.806075000,S,0.00021969251965773
283,V0407,2024-08-16 11:11:31.492901683,P,7.04706013757644e-05
117,V0811,2024-08-16 11:10:25.407607907,S,6.059816665434853e-05
-1,V0309,2024-08-16 11:11:24.154670000,P,0.0002546263574299254
138,V0505,2024-08-16 11:10:34.823373560,S,0.0017117881959935696
0,V0807,2024-08-16 11:09:40.780806079,P,0.00023889291364150684
235,V0302,2024-08-16 11:11:10.338046908,S,0.00026840079954712227
252,V0412,2024-08-16 11:11:19.616127337,S,7.405615215504858e-05
174,V0306,2024-08-16 11:10:46.597371941,S,0.00010029432671610243
172,V0504,2024-08-16 11:10:45.795099427,P,6.683683145650703e-05
205,V0306,2024-08-16 11:10:57.770639512,S,0.00013083929775744194
125,V0505,2024-08-16 11:10:29.927145026,S,0.002212830158520311
-1,V0810,2024-08-16 11:10:29.312803000,S,0.00022951392771319076
-1,V0102,2024-08-16 11:11:29.401575000,S,2.9528799847019532e-05
188,V0809,2024-08-16 11:10:52.732760124,S,0.0002856870036261439
-1,V0408,2024-08-16 11:11:28.396717000,P,2.705730380510374e-05
-1,V0407,2024-08-16 11:11:29.675437000,P,0.00031099988074264706
206,V0309,2024-08-16 11:10:58.436488419,S,4.7578446950292366e-05
-1,V0109,2024-08-16 11:10:19.672845000,S,3.7373693713199606e-05
43,V0414,2024-08-16 11:09:59.422153699,P,0.0002203536486595343
238,V0809,2024-08-16 11:11:10.942064687,S,6.962061793611241e-05
161,V0408,2024-08-16 11:10:42.795466370,S,6.463625690841537e-05
44,V0303,2024-08-16 11:09:59.612027924,P,0.00012048599380533014
-1,V0407,2024-08-16 11:11:22.977834000,P,9.413933243762562e-05
275,V0412,2024-08-16 11:11:28.857420050,S,0.0015810138266837358
171,V0703,2024-08-16 11:10:45.684083503,S,4.0879360183252716e-05
271,V0117,2024-08-16 11:11:26.882682167,S,0.0005157378346872118
144,V0414,2024-08-16 11:10:37.465691858,P,9.298098972653602e-05
109,V0412,2024-08-16 11:10:21.656539539,S,0.0012530647409099988
-1,V0502,2024-08-16 11:11:13.935816000,P,0.0003578637963104536
-1,V0508,2024-08-16 11:10:57.500753000,S,0.0001867077500763418
47,V0417,2024-08-16 11:10:00.669520164,S,4.4173231355488355e-05
-1,V0704,2024-08-16 11:10:02.354360000,P,6.035917138754999e-05
204,V0304,2024-08-16 11:10:57.756387190,S,0.00012937900313172458
268,V0304,2024-08-16 11:11:24.855952604,S,6.113455879017342e-05
-1,V0510,2024-08-16 11:09:50.048525000,S,3.2366721897045324e-05
59,V0810,2024-08-16 11:10:04.693331281,S,8.231004115661334e-05
258,V0805,2024-08-16 11:11:21.546825776,S,0.00023487518396157273
269,V0417,2024-08-16 11:11:26.515504504,S,5.080114040429389e-05
-1,V0407,2024-08-16 11:11:01.018665000,S,2.4898096065489254e-05
-1,V0310,2024-08-16 11:09:39.842513000,P,0.00023529793290981944
94,V0508,2024-08-16 11:10:18.720086060,S,0.00011433175199657123
270,V0502,2024-08-16 11:11:26.806599811,P,5.118523573062516e-05
220,V0412,2024-08-16 11:11:05.254311964,P,0.00016564960817650793
-1,V0407,2024-08-16 11:10:34.633961000,S,0.0003981923324906403
244,V0508,2024-08-16 11:11:14.272499685,S,3.782264344212809e-05
176,V0304,2024-08-16 11:10:47.437653176,P,8.017891606026487e-05
213,V0307,2024-08-16 11:11:03.298149709,S,0.00029804290158017113
127,V0407,2024-08-16 11:10:30.553121497,P,9.009660231770457e-05
-1,V0811,2024-08-16 11:09:57.970762000,P,0.00022598803858464366
-1,V0802,2024-08-16 11:11:32.860107000,P,0.00012421901219976213
192,V0506,2024-08-16 11:10:53.944945146,S,0.00024179734598663848
